date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
5/14/2001 22:30,exeter (uk/england),,gb,light,4,3-4 sec.,It was bright bluey white no exast no sound that I new of and dissapeard leaving only a splitt second of orange,8/5/2001,50.7,-3.533333,5,14,2001,22:30
5/14/2003 20:00,guayaquil (ecuador),,ec,other/unspecified,120,20:00 20:02,big and shine like the moon.,5/27/2003,-2.170998,-79.922359,5,14,2003,20:00
5/14/2004 22:30,melbourne (vic&#44 australia),,au,light,240,4minutes,Stationary light turns and moves away a high speed,6/4/2004,-37.813938,144.963425,5,14,2004,22:30
5/14/2006 3:45,newcastle upon tyne (uk/england),,gb,light,120,2 minutes,two lights (north sea&#44 uk),5/15/2006,54.988056,-1.619444,5,14,2006,3:45
5/14/2007 1:25,kelsterbach (germany),,de,other/unspecified,150,2 minutes 30 seconds (app,Boomerang UFO over Kelsterbach Germany,10/31/2008,50.066667,8.533333,5,14,2007,1:25
5/14/2007 2:30,baghdad (iraq),,iq,other/unspecified,300,5 min.,Multiple military personnel watch a strange&#44 unexplained target on a USAF radar screen.,8/7/2007,33.325,44.422,5,14,2007,2:30
5/14/2008 18:20,barossa valley (australia),,au,light,60,1 minute ish,we were sitting outside. it had just gotten dark. i saw a light that looked like a sattelight moving across the sky&#44 only it was much b,6/12/2008,-34.533333,138.95,5,14,2008,18:20
5/14/2009 23:45,viseu de sus (romania),,ro,other/unspecified,180,3 minutes (cumulated),Unknown strange lights moving across Romania,6/9/2009,47.709167,24.423889,5,14,2009,23:45
5/14/2012 23:00,ottawa (canada),on,ca,light,120,1-2 minutes,3 brilliant flashes seen over East Ottawa,5/29/2012,45.416667,-75.7,5,14,2012,23:00
5/15/1953 16:00,toronto (canada),on,ca,disk,30,20-30 sec,3 discs in formation flipping into clouds and descending  out of them.,12/19/2003,43.666667,-79.416667,5,15,1953,16:00
5/15/1970 22:00,galt (canada),on,ca,disk,900,15 minutes,Craft hoovering over trees,3/19/2009,43.35,-80.3,5,15,1970,22:00
5/15/1971 2:00,trier (germany),,de,round,15,15 seconds,A circular object noted in West Germany in 1971&#44 made 90 degree turns without changing speed.,3/4/2003,49.75,6.633333,5,15,1971,2:00
5/15/1972 10:00,viet nam,,vn,round,720,12 min,Object was about 150 meters in size was in our free kill zone I was armed but did not fire because of its size it was less than 500ft f,3/16/2012,14.058324,108.277199,5,15,1972,10:00
5/15/1972 12:45,bicester (uk/england),,gb,round,180,three minutes,Orange sphere traveling in the sky&#44 leaving vapor trail&#44 appears to hover w/o vapor&#44 then proceeds to travel&#44 leaving a vapor trail,7/4/2012,51.9,-1.15,5,15,1972,12:45
5/15/1977 2:00,kilmarnock (uk/england),,gb,other/unspecified,1200,20 minutes,Whisper quiet hovering craft.,6/12/2002,55.633333,-4.533333,5,15,1977,2:00
5/15/1982 19:00,pune (india),,in,round,180,3 mins.,I feel that the object was able to sense my mind&#44 illuminated circular object&#44 parabolic motion,5/14/2002,18.52043,73.856744,5,15,1982,19:00
5/15/1985 2:00,watson lake (canada),yk,ca,disk,600,10 min.,Prof. trucker sees 150&#39 disc w/ &quot;fluorescent orange&quot; overtake him&#44 stop.  He shines light on it&#44 calls w/ CB.  Obj. rose&#44 disappeared.,9/6/2002,60.116667,-128.8,5,15,1985,2:00
5/15/1986 21:00,liverpool (uk/england),,gb,rectangle,15,15 seconds,Rectangular&#44 silent craft gliding over houses about 100 feet up.,6/12/2008,53.416667,-3,5,15,1986,21:00
5/15/1988 0:00,cambridge (canada),on,ca,round,180,3 minutes,Orange sphere flew over head that was completely silent&#44 and made two perfect 90 degree turns,3/2/2004,43.383333,-80.316667,5,15,1988,0:00
5/15/1991 4:05,sparwood (canada),bc,ca,light,360,5-6 minutes,I observed  three stationary interconected lights that changed intensity and made several right angle movements before moving off.,12/16/2005,49.731705,-114.887624,5,15,1991,4:05
5/15/1993 20:00,london (uk/england),,gb,other/unspecified,2700,45.min,ufo sighted near alexandra palice north london,4/8/2002,51.514125,-0.093689,5,15,1993,20:00
5/15/1994 22:00,saskatoon (canada),sk,ca,light,7200,2 hours,streams of light and triangular lights seen over Saskatoon&#44 SK.,10/31/2003,52.133333,-106.666667,5,15,1994,22:00
5/15/1996 0:00,puerto vallarto (mexico),,mx,diamond,300,~5 minutes,4 diamond shaped light over the ocean in Mexico in May of 1996,7/29/2000,20.653407,-105.225332,5,15,1996,0:00
5/15/1996 3:00,regina (canada),sa,ca,other/unspecified,4,4 sec,it was a light moving south east then it was like a camera flash and it was gone the for one sec it was there and streaked norht and wa,12/2/2000,50.45,-104.616667,5,15,1996,3:00
5/15/1997 5:30,thika (kenya),,ke,egg/teardrop,4,4seconds,I was studying early morning for my private pilots license in my living room with my curtains open.The window faces a valley.It was sti,10/30/2006,-1.038757,37.083375,5,15,1997,5:30
5/15/1997 13:00,bedford (uk/england),,gb,triangle,300,5 minutes,Triangular object over field in England on sunny day&#44 1997,5/14/2002,52.133333,-0.45,5,15,1997,13:00
5/15/1997 22:00,tehuacan (mexico),,mx,round,2,2 seconds,Oval object with half globe on the top and white-shiny haze around it,9/9/2003,18.466667,-97.4,5,15,1997,22:00
5/15/1998 4:30,puerto banus (spain),,es,round,60,app. 1 minute,A star like shape but much brighter.,12/5/2001,36.4875,-4.9525,5,15,1998,4:30
5/15/1998 15:00,manchester (uk/england),,gb,triangle,240,~4 minutes,Triangular craft spotted low down in UK.,11/11/2013,53.5,-2.216667,5,15,1998,15:00
5/15/1998 18:00,karachi (pakistan),,pk,other/unspecified,120,1-2 minutes,I was sitting in my garden talking to my fathers body guard.It was dark enough to see all the stars.I noticed that one star was moving,8/5/2001,24.861462,67.009939,5,15,1998,18:00
5/15/1999 21:03,essex (canada),on,ca,round,900,15 min,RASC Observing session. Object 5deg. s polaris&#44 eastward 30 deg.magnitude -2watched with 8&quot; ref&#44 6&quot; ref.. object had long arm that rota,12/2/2000,42.166667,-82.816667,5,15,1999,21:03
5/15/1999 22:00,buenos aires (argentina),,ar,other/unspecified,5,5 seconds,Donuts over Buenos Aires /Argentina,10/8/2007,-34.603723,-58.381593,5,15,1999,22:00
5/15/2000 1:00,derby (uk/england),,gb,diamond,300,5 mins,10 UFO seen in space of 5 minutes moving in fleet formation,6/20/2005,53.166667,-1.583333,5,15,2000,1:00
5/15/2000 23:45,vancouver (canada),bc,ca,chevron,90,1.5 minutes,Clear and close  look at unknown flying craft,12/2/2000,49.25,-123.133333,5,15,2000,23:45
5/15/2001 18:30,st. thomas (canada),on,ca,round,600,10 min.,Aliens prepared to protect themselves from other aliens,12/12/2011,42.783333,-81.183333,5,15,2001,18:30
5/15/2001 19:00,brisbane (qld&#44 australia),,au,changing,3600,1hr,blinding lights very fast and changed shape,8/5/2001,-27.47101,153.024292,5,15,2001,19:00
5/15/2002 13:00,pickering (canada),on,ca,round,20,20 seconds,chrome sphere reflecting noon sun on straight NW to SE trajectory,1/10/2009,43.866667,-79.033333,5,15,2002,13:00
5/15/2003 3:00,kimberley (canada),bc,ca,light,60,appox: 1 minute,HBCCUFO CANADIAN REPORT:  3:00 a.m. to a bright yet soft orange/amber light shining in our bedroom window.,8/28/2003,49.683333,-115.983333,5,15,2003,3:00
5/15/2003 21:37,portsmouth (uk/england),,gb,egg/teardrop,840,14 minutes,bright light moving rapidly side to side&#44 clock spinning,5/27/2003,50.7967,-1.083333,5,15,2003,21:37
5/15/2003 22:00,northallerton (uk/england),,gb,disk,30,about 30 seconds,Myself and my sister saw a saucer shaped object in Norththern England,10/7/2003,54.333333,-1.433333,5,15,2003,22:00
5/15/2003 23:30,aurburn (canada),ns,ca,egg/teardrop,1416,23:36,tear drop shaped object hovering in circals,5/27/2003,45.017355,-64.863031,5,15,2003,23:30
5/15/2003 23:30,auriol/provence (france),,fr,other/unspecified,240,4 minutes,definitly not aircraft but admitedly speed same as usual satellites,6/4/2004,43.369174,5.631363,5,15,2003,23:30
5/15/2003 23:30,mansfield (uk/england),,gb,round,900,15 minutes,weird lights over north nottinghamshire,5/27/2003,53.133333,-1.2,5,15,2003,23:30
5/15/2003 23:30,mansfield (uk/england),,gb,round,900,15 minutes,whilst out on the back yard i spotted 3 spheres in the sky&#44 the 3 were tightly bunched and appeared as one they moved at a rapid pace i,5/27/2003,53.133333,-1.2,5,15,2003,23:30
5/15/2003 23:45,dollard des ormeaux (canada),pq,ca,rectangle,45,45 seconds,something passed over West end of Montreal,5/27/2003,45.489564,-73.820557,5,15,2003,23:45
5/15/2003 23:50,d.d.o (canada),pq,ca,triangle,10,10  sec,three white lights during the luner eclipse...,5/27/2003,45.489564,-73.820557,5,15,2003,23:50
5/15/2003 23:54,montreal (canada),pq,ca,other/unspecified,5,5 seconds,Crescent -shaped&#44 silent&#44 moving in a straight line&#44 white&#44 fuzzy edges&#44 fast-moving.,9/4/2003,45.5,-73.583333,5,15,2003,23:54
5/15/2003 23:54,montreal (canada),qc,ca,other/unspecified,5,5 seconds,Saw white object fly soundlessly for 5 seconds.,12/17/2011,45.5,-73.583333,5,15,2003,23:54
5/15/2004 0:00,buenos aires (argentina),,ar,round,300,5 minutes,Buenos Aires&#44 Argentina. 2004. Me and a group of people saw 5 strange brilliant lights of colours moving in the sky,6/4/2004,-34.603723,-58.381593,5,15,2004,0:00
5/15/2004 0:45,utrecht (netherlands),,nl,formation,60,0:01:00,11 orange balls of light&#44s from the south&#44then turn to the east&#44moving slow&#44,6/4/2004,52.091874,5.096623,5,15,2004,0:45
5/15/2004 19:00,satara (india),,in,round,300,5 min,is that natural miracal ?,6/4/2004,17.68,73.98,5,15,2004,19:00
5/15/2004 22:40,cuijk (netherlands),,nl,light,300,5 min.,it was a lot bigger then an airplane and though it made no sound and there where also no trail.,6/4/2004,51.728927,5.879209,5,15,2004,22:40
5/15/2005 7:00,peferlaw (canada),on,ca,cylinder,240,4 min.,On my way to work one bright clear morning&#44 I saw a shinning chrome like tube sitting completely still high in the sky. I spotted it wh,6/9/2009,44.314722,-79.201667,5,15,2005,7:00
5/15/2005 12:00,surrey (uk/england),,gb,round,120,2 minutes,Orange &quot;ball&quot; in the sky,5/24/2005,51.269738,-0.402165,5,15,2005,12:00
5/15/2005 13:00,hounslow (middlesex) (uk/england),,gb,light,900,15 mins,spotted 3 very bright&#44 shiny&#44 distant lights moving about in the sky,5/24/2005,51.466667,-0.35,5,15,2005,13:00
5/15/2005 15:00,aviano (italy),,it,round,300,5 minutes,another sighting at Aviano Air Base Italy,3/4/2008,46.069374,12.588306,5,15,2005,15:00
5/15/2005 15:00,grays (essex) (uk/england),,gb,changing,30,30secs,Ball shaped ufo seen in england by three witnesses.,5/24/2005,51.483333,0.333333,5,15,2005,15:00
5/15/2005 16:00,london (uk/london),,gb,disk,240,4mins,I have this craft on tape IF YOU WISH TO HAVE A COPY OF IT,10/11/2005,51.514125,-0.093689,5,15,2005,16:00
5/15/2005 16:40,winnipeg (canada),mb,ca,changing,900,15 minutes,05/15/05 Winnipeg&#44MB&#44Canada - 16:40  Bright Object with lights &#44 descended and lifted mid air,5/24/2005,49.883333,-97.166667,5,15,2005,16:40
5/15/2005 17:00,coventry (uk/england),,gb,cylinder,60,1 minute,dark  tumbling cylinder sighted in binoculars coventry uk,5/24/2005,52.416667,-1.55,5,15,2005,17:00
5/15/2005 19:00,bedford (uk/england),,gb,triangle,5400,90minutes,Total of 26 bright  white lights in blue sky,5/24/2005,52.133333,-0.45,5,15,2005,19:00
5/15/2005 19:55,basak gate lapu-lapu city&#44cebu (philippines),,ph,round,1196,19:56,This happened last May 2005. Every night I always watch the night sky to see the star&#44Polaris. But as I was wathcing the star&#44 a craft,5/15/2006,10.294884,123.961941,5,15,2005,19:55
5/15/2006 1:21,darwin (australia),,au,other/unspecified,2,2 seconds,UFO uses asteroid signiture for orbit entry,5/15/2006,-12.45722,130.836639,5,15,2006,1:21
5/15/2006 16:45,bay d&#39espoir (canada),nf,ca,round,300,5 min,a red&#44 sperical soccer ball sized object floating 5 feet in the air.  ((NUFORC Note:  Student report.  PD)),7/16/2006,47.958156,-55.853811,5,15,2006,16:45
5/15/2008 1:05,tokyo (japan),,jp,egg/teardrop,1200,20 minutes,Planet-size sighting in Tokyo&#44 Japan,6/12/2008,35.689488,139.691706,5,15,2008,1:05
5/15/2008 2:30,ballinafad (canada),on,ca,light,300,5 mins,super bright lights hovering above tree line,5/2/2011,43.69615,-80.012134,5,15,2008,2:30
5/15/2008 17:00,toronto (canada),on,ca,disk,15,15 seconds,10 mile wide ship over Missasaga&#44 Ont.,12/20/2012,43.666667,-79.416667,5,15,2008,17:00
5/15/2008 18:30,rio grande (puerto rico),pe,ca,other/unspecified,5,5 seconds,Like a Jet Engine,4/14/2009,-8.016667,-37.166667,5,15,2008,18:30
5/15/2008 23:00,walpole island (canada),on,ca,other/unspecified,2,a few seconds,Green streak traveling up to down in northern sky,5/12/2010,42.5702,-82.507759,5,15,2008,23:00
5/15/2008 23:00,walpole island first nation (canada),on,ca,other/unspecified,2,seconds,Green streak traveling north to south in western sky,8/12/2008,42.5702,-82.507759,5,15,2008,23:00
5/15/2008 23:43,coquitlam (canada),bc,ca,round,5,5 seconds,Two orange circular objects were flying side by side very fast&#44 did a circle around each other and vanished,6/12/2008,49.266667,-122.783333,5,15,2008,23:43
5/15/2009 0:45,pincher creek (canada),ab,ca,other/unspecified,180,3 mins.,Star-Like Yellow Light Faded to Black,6/9/2009,49.483333,-113.95,5,15,2009,0:45
5/15/2009 1:00,wolverhampton (uk/england),,gb,cone,7200,2 hrs,((HOAX??))  At my grandmars and I hered somthing so I went to to my grandmas room to see if she was o.k. and then i saw this co,7/28/2010,52.583333,-2.133333,5,15,2009,1:00
5/15/2009 21:00,bellville (canada),on,ca,disk,180,3 min,orange disc up hwy 37 trying to communicate with us flashing huge grid of lights not anything we ever seen before for a 3 min period tr,6/9/2009,44.162759,-77.383231,5,15,2009,21:00
5/15/2009 21:00,puerto vallarta (mexico),,mx,round,60,one minute,Huge Sphere over  Puerto Vallarta Mexico,11/21/2010,20.653407,-105.225332,5,15,2009,21:00
5/15/2010 22:30,preston (uk/england),sk,ca,flare,60,1 minute,looked like a plane but was lit up red and then it slowed down and stopped then changed direction but going much slower and then just d,6/3/2010,50.783333,-0.466667,5,15,2010,22:30
5/16/2001 0:30,ahmedabad (india),,in,round,300,5 mins,Flaming UFO,8/5/2001,23.022505,72.571362,5,16,2001,0:30
5/16/2002 8:58,vancouver (canada),bc,ca,light,120,2 min,8:58 am white object high in the sky moving slowly in a smooth eliptical pattern&#44 slowing down and speeding up.,6/12/2002,49.25,-123.133333,5,16,2002,8:58
5/16/2004 23:30,winnipeg (canada),mb,ca,formation,3600,1 hour,Observation of 7 events consisting of several lights flying very&#44 very fast in formation.,6/4/2004,49.883333,-97.166667,5,16,2004,23:30
5/16/2008 21:07,tirana (albania),,ir,diamond,6,6 seconds,The object was incredibly emiting blue light and with an aura&#44when we occured its presence it evanished in a few sec,6/12/2008,41.327546,19.818698,5,16,2008,21:07
5/16/2009 21:59,kibworth&#44 leicestershire (uk/england),,gb,flare,300,5 minutes,3 Fireballs in the sky above Kibworth in Leicestershire England.,6/9/2009,52.54,-0.99,5,16,2009,21:59
5/16/2010 19:55,meguro&#44 tokyo (japan),,jp,light,10,10 seconds,Two very bright silent lights fly North to South over Tokyo.,6/3/2010,35.641463,139.698171,5,16,2010,19:55
5/16/2011 22:05,vancouver (canada),bc,ca,triangle,600,for ten minutes,((HOAX??))  I was look out side my window when I saw 3 lights floating outside&#44 all of them where yellow&#44 and in a triangle formation,3/13/2012,49.25,-123.133333,5,16,2011,22:05
5/16/2012 22:50,france (49.07xx&#176;n&#44 1.39xx&#176;e),,fr,flare,60,60 seconds,A  very bright (magnitude equal to that of Venus&#44 i.e. -4.50) orange/yellow ball moving SE-NE in clear sky. Disappeared after 30 secs,9/24/2012,46.227638,2.213749,5,16,2012,22:50
5/16/2013 18:45,greytown (new zealand),,nz,flare,180,3 minutes,orange glowing light,6/2/2013,-41.084776,175.455519,5,16,2013,18:45
5/17/1998 22:05,wimborne/dorset&#44 dorset (uk/england),,gb,triangle,60,1min,I was standing at my back door having a cigarete when I saw 3 bright orange lights in a perfect triangular fashion moving very slowly t,9/6/2002,50.800657,-1.984495,5,17,1998,22:05
5/17/1999 0:17,calgary (canada),ab,ca,other/unspecified,1500,25 minutes,i saw a light &#44 watched for about 25 min&#44 then passed out&#44 came to 3 hours later.,12/5/2001,51.083333,-114.083333,5,17,1999,0:17
5/17/2001 22:15,middlesborough (uk/england),,gb,other/unspecified,30,30 secs,I was stood having a cigarette in the garden and as usual i just looked up at the stars&#44 especially Orion&#44 and a light only seen as a s,8/5/2001,54.572778,-1.162778,5,17,2001,22:15
5/17/2003 1:30,v&auml;stervik (sweden),,se,chevron,120,2 min,Two white lights with blinking red light between.,5/27/2003,57.757716,16.636976,5,17,2003,1:30
5/17/2004 2:45,southampton (uk/england),,gb,formation,900,15 mins,for about 15 mins me and a freind watched 9 lights in formation in the south of england (uk) on the 05/17/04,6/4/2004,50.9,-1.4,5,17,2004,2:45
5/17/2004 22:00,doncaster (uk/england),,gb,round,2,2 seconds,17 May 2004 - UFO sighting in the UK. Three large oval shaped lights moving very fast in the sky.,6/4/2004,53.533333,-1.116667,5,17,2004,22:00
5/17/2004 22:00,puerto vallarto (mexico),,mx,light,2400,40 minutes,A flashing red and white light making irratic movements and hovering at length before disappearing.,6/4/2004,20.653407,-105.225332,5,17,2004,22:00
5/17/2006 0:00,perth (australia),,au,light,7200,a couple of hours,High altitude red lights moving too fast  to be any modern aircraft,8/27/2009,-31.95224,115.861397,5,17,2006,0:00
5/17/2006 20:05,wirral&#44 cheshire (uk/england),,gb,triangle,10,10 seconds,Invisible with silver triangular back.,7/16/2006,53.333333,-3.083333,5,17,2006,20:05
5/17/2009 23:35,hanover (canada),on,ca,round,20,20 seconds,Silent&#44 circular shaped burnt orange colored object with no lights that doesn&#39t like being hit with a laser pointer,6/9/2009,44.15,-81.033333,5,17,2009,23:35
5/17/2013 23:46,burlington (canada),on,ca,other/unspecified,420,7 minutes,I saw an extremely bright  satilite fly towards the moon. It disappeared behind light cloud cover about an inch from the moon at an ext,6/2/2013,43.316667,-79.8,5,17,2013,23:46
5/18/2003 2:00,rio de janeiro (brazil),,br,light,40,40 s,Two fast blinking lights stationary for +-45s at stars&#39 altitude/distance and vanished - Rio de Janeiro/Brazil,6/3/2003,-22.9083,-43.197077,5,18,2003,2:00
5/18/2004 22:35,victoria (canada),bc,ca,light,40,30 to 40 seconds,HBCCUFO CANADIAN REPORT:  3  bright round objects.,6/4/2004,46.216667,-63.483333,5,18,2004,22:35
